Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Link,Keurmerken,Toegankelijkheid,Soort garage
€ 275.000 k.k.,€ 3.819,4 maanden,Beschikbaar,In overleg,€ 148 per maand,Galerijflat (appartement),Bestaande bouw,1967,Plat dak bedekt met bitumineuze dakbedekking,72 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Lift en TV kabel,-,Dubbel glas,Blokverwarming,1069DW,https://www.funda.nl/koop/amsterdam/appartement-40272453-tussen-meer-224/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 2.961,12 oktober 2019,Beschikbaar,In overleg,-,Portiekflat (appartement),Bestaande bouw,1986,Plat dak bedekt met bitumineuze dakbedekking,76 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Elektra,-,Dubbel glas,Cv-ketel,1107HS,https://www.funda.nl/koop/amsterdam/appartement-41429663-scherpenzeelstraat-111/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 5.085,9 oktober 2019,Beschikbaar,In overleg,€ 125 per maand,Bovenwoning (appartement),Bestaande bouw,1952,Plat dak bedekt met bitumineuze dakbedekking,59 m²,2 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,2e woonlaag,-,Niet beschikbaar,Dubbel glas,Cv-ketel,1061DK,https://www.funda.nl/koop/amsterdam/appartement-41414654-jan-van-schaffelaarplantsoen-5-b/?navigateSource=resultlist,-,-,-
€ 298.009 k.k.,€ 2.922,5 oktober 2019,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2014,Plat dak bedekt met bitumineuze dakbedekking,102 m²,10 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,1e woonlaag,Mechanische ventilatie en TV kabel,"C 1,58 Wat betekent dit?",Dubbel glas,Stadsverwarming en gehele vloerverwarming,1104EA,https://www.funda.nl/koop/amsterdam/appartement-41410410-kleiburg-9-b/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.438,7 oktober 2019,Beschikbaar,In overleg,€ 74 per maand,Bovenwoning (appartement),Bestaande bouw,1993,Plat dak,80 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,-,-,-,Cv-ketel,1067DB,https://www.funda.nl/koop/amsterdam/appartement-41418394-suze-groenewegplantsoen-21/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 3.226,2 weken,Beschikbaar,In overleg,€ 102 per maand,Benedenwoning (appartement),Bestaande bouw,1977,Plat dak bedekt met bitumineuze dakbedekking,93 m²,14 m²,4 kamers (2 slaapkamers),-,-,4 woonlagen,Begane grond,Elektra,"C 1,51 Wat betekent dit?",Dubbel glas,Cv-ketel,1034LX,https://www.funda.nl/koop/amsterdam/appartement-41490526-grootzeilhof-10/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 300.000 k.k.,€ 3.846,3 weken,Beschikbaar,In overleg,€ 163 per maand,Bovenwoning (appartement),Bestaande bouw,1995,Plat dak bedekt met bitumineuze dakbedekking,78 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,7e woonlaag,"Mechanische ventilatie, TV kabel en lift",C Wat betekent dit?,Dakisolatie en dubbel glas,Cv-ketel,1063MC,https://www.funda.nl/koop/amsterdam/appartement-41462421-cornelis-van-rijplantsoen-34/?navigateSource=resultlist,-,Toegankelijk voor ouderen,Parkeerplaats
€ 249.000 k.k.,€ 3.276,4 weken,Beschikbaar,In overleg,€ 83 per maand,Bovenwoning (appartement),Bestaande bouw,-,Zadeldak bedekt met pannen,76 m²,12 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,5 woonlagen,5e woonlaag,-,-,"Dubbel glas, vloerisolatie, muurisolatie en dakisolatie",Cv-ketel,1024EV,https://www.funda.nl/koop/amsterdam/appartement-87824524-waalenburgsingel-264/?navigateSource=resultlist,-,-,-
€ 340.000 k.k.,€ 3.736,4 weken,Beschikbaar,In overleg,€ 163 per maand,Bovenwoning (appartement),Bestaande bouw,1995,Plat dak bedekt met bitumineuze dakbedekking,91 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,7e woonlaag,"Mechanische ventilatie, TV kabel en lift",C Wat betekent dit?,Dakisolatie en dubbel glas,Cv-ketel,1063MC,https://www.funda.nl/koop/amsterdam/appartement-41466919-cornelis-van-rijplantsoen-33/?navigateSource=resultlist,-,Toegankelijk voor ouderen,Parkeerplaats
€ 400.000 k.k.,€ 5.882,5 weken,Beschikbaar,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1955,-,68 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,3 woonlagen,Begane grond,-,"F 2,53 Wat betekent dit?",Dubbel glas,Moederhaard,1098TK,https://www.funda.nl/koop/amsterdam/appartement-41457302-lamarckhof-10-h/?navigateSource=resultlist,-,-,-
€ 395.000 k.k.,€ 4.247,4 maanden,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1999,Plat dak bedekt met bitumineuze dakbedekking,93 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,1e woonlaag,Elektra,-,Dubbel glas en volledig geïsoleerd,Cv-ketel,1066GJ,https://www.funda.nl/koop/amsterdam/appartement-40278396-chet-bakerstraat-85/?navigateSource=resultlist,-,-,Parkeerplaats
€ 350.000 k.k.,€ 3.211,5 maanden,Beschikbaar,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,2005,Plat dak bedekt met bitumineuze dakbedekking,109 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,Niet beschikbaar,"Muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",Cv-ketel,1063KX,https://www.funda.nl/koop/amsterdam/appartement-40137896-jan-de-louterstraat-20/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 4.076,5 oktober 2019,Beschikbaar,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1994,-,92 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Begane grond,Mechanische ventilatie en TV kabel,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1066PX,https://www.funda.nl/koop/amsterdam/appartement-41410887-kempenlaan-21/?navigateSource=resultlist,-,-,-
€ 342.500 k.k.,€ 4.391,2 weken,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2008,Plat dak bedekt met bitumineuze dakbedekking,78 m²,12 m²,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,3e woonlaag,Mechanische ventilatie en lift,Niet beschikbaar,Dubbel glas en volledig geïsoleerd,Stadsverwarming,1069CL,https://www.funda.nl/koop/amsterdam/appartement-41409921-wolbrantskerkweg-177-b/?navigateSource=resultlist,-,-,Parkeerkelder en parkeerplaats
€ 395.000 k.k.,€ 5.130,2 weken,Beschikbaar,In overleg,-,Bovenwoning (dubbel bovenhuis),Bestaande bouw,1925,Zadeldak bedekt met pannen,77 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,2e woonlaag,Elektra,"E 2,06 Wat betekent dit?",-,Cv-ketel,1097ZE,https://www.funda.nl/koop/amsterdam/appartement-41409569-sikkelstraat-6-b/?navigateSource=resultlist,-,-,-
€ 259.000 k.k.,€ 3.083,4 weken,Beschikbaar,In overleg,€ 210 per maand,Bovenwoning (appartement),Bestaande bouw,1966,Plat dak bedekt met bitumineuze dakbedekking,84 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,8 woonlagen,8e woonlaag,-,-,-,Stadsverwarming,1025ZT,https://www.funda.nl/koop/amsterdam/appartement-87818918-amerbos-260/?navigateSource=resultlist,-,-,-
€ 380.000 k.k.,€ 3.725,5 maanden,Beschikbaar,In overleg,€ 598 per maand,Bovenwoning (service flat),Bestaande bouw,-,Plat dak,102 m²,24 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,5e woonlaag,"Verwarming, elektra en stromend water",-,Dubbel glas,Blokverwarming,1082RA,https://www.funda.nl/koop/amsterdam/appartement-86586941-de-boelelaan-215/?navigateSource=resultlist,-,Toegankelijk voor ouderen,Garagebox
€ 250.000 k.k.,€ 3.846,3 weken,Beschikbaar,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1966,Plat dak bedekt met bitumineuze dakbedekking,65 m²,27 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,-,"D 1,63 Wat betekent dit?",-,Cv-ketel,1024SG,https://www.funda.nl/koop/amsterdam/appartement-41477856-de-egmondenstraat-176/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 3.462,3 weken,Beschikbaar,In overleg,€ 171 per maand,Bovenwoning (appartement),Bestaande bouw,1979,-,65 m²,4 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,9e woonlaag,TV kabel en lift,-,Dubbel glas,Cv-ketel,1108EP,https://www.funda.nl/koop/amsterdam/appartement-41463614-leksmondhof-80/?navigateSource=resultlist,-,-,-
€ 245.000 k.k.,€ 2.952,4 weken,Beschikbaar,In overleg,-,Maisonnette (appartement),Bestaande bouw,1983,Plat dak bedekt met bitumineuze dakbedekking,83 m²,6 m²,4 kamers (3 slaapkamers),1 apart toilet,-,2 woonlagen,2e woonlaag,Glasvezelkabel,-,-,Cv-ketel,1106AE,https://www.funda.nl/koop/amsterdam/appartement-87817178-remmerdenplein-22/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 345.000 k.k.,€ 3.485,6+ maanden,Beschikbaar,In overleg,€ 194 per maand,Portiekflat (appartement),Bestaande bouw,1997,Plat dak bedekt met bitumineuze dakbedekking,99 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Elektra,-,Volledig geïsoleerd,Stadsverwarming,1060NK,https://www.funda.nl/koop/amsterdam/appartement-86448864-akersingel-80/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 7.273,11 oktober 2019,Beschikbaar,In overleg,€ 144 per maand,Bovenwoning,Bestaande bouw,-,-,55 m²,26 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,-,-,"E 2,05 Wat betekent dit?",-,-,1073RA,https://www.funda.nl/koop/amsterdam/appartement-41421628-jozef-israelskade-82-1/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 3.652,11 oktober 2019,Beschikbaar,In overleg,€ 168 per maand,Bovenwoning (appartement),Bestaande bouw,1967,-,89 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,11e woonlaag,-,-,-,-,1068CS,https://www.funda.nl/koop/amsterdam/appartement-41429011-ruimzicht-137/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.788,4 oktober 2019,Beschikbaar,In overleg,€ 101 per maand,Bovenwoning (appartement),Bestaande bouw,-,-,66 m²,6 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,4e woonlaag,TV kabel,"C 1,42 Wat betekent dit?",Volledig geïsoleerd,Stadsverwarming,1067JK,https://www.funda.nl/koop/amsterdam/appartement-41410171-sam-van-houtenstraat-277-d/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 5.603,2 weken,Beschikbaar,In overleg,€ 76 per maand,Bovenwoning (appartement),Bestaande bouw,1926,-,58 m²,4 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,4e woonlaag,TV kabel,Niet beschikbaar,Dubbel glas,Cv-ketel,1056DR,https://www.funda.nl/koop/amsterdam/appartement-41490218-marco-polostraat-262-iii/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 6.048,3 weken,Beschikbaar,In overleg,€ 119 per maand,Bovenwoning (appartement),Bestaande bouw,1890,Plat dak bedekt met bitumineuze dakbedekking,62 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en douche,1 woonlaag,4e woonlaag,Elektra en stromend water,-,Dubbel glas,Cv-ketel,1091BP,https://www.funda.nl/koop/amsterdam/appartement-41475460-ruyschstraat-5-4/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 275.000 k.k.,€ 3.395,4 maanden,Beschikbaar,In overleg,€ 236 per maand,Maisonnette,Bestaande bouw,1962,-,81 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,2 woonlagen,-,Lift,-,Gedeeltelijk dubbel glas,Blokverwarming,1068WV,https://www.funda.nl/koop/amsterdam/appartement-40263118-nicolaas-anslijnstraat-134/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 4.412,12 oktober 2019,Beschikbaar,In overleg,€ 107 per maand,Penthouse (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,85 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,5e woonlaag,Elektra,A Wat betekent dit?,Volledig geïsoleerd,Stadsverwarming,1087HT,https://www.funda.nl/koop/amsterdam/appartement-41420680-pieter-oosterhuisstraat-87/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 3.351,12 oktober 2019,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,2008,Plat dak bedekt met bitumineuze dakbedekking,97 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,B Wat betekent dit?,"Dakisolatie, muurisolatie, vloerisolatie, dubbel glas, volledig geïsoleerd en eco-bouw",Cv-ketel,1069LK,https://www.funda.nl/koop/amsterdam/appartement-41429532-baden-powellweg-62-b/?navigateSource=resultlist,GIW Waarborgcertificaat,-,Parkeerkelder
€ 375.000 k.k.,€ 6.944,10 oktober 2019,Beschikbaar,In overleg,€ 107 per maand,Benedenwoning (appartement),Bestaande bouw,1927,Plat dak bedekt met bitumineuze dakbedekking,54 m²,1 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,-,Niet beschikbaar,"Muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",Cv-ketel,1051JB,https://www.funda.nl/koop/amsterdam/appartement-41414911-luzacstraat-9-hs/?navigateSource=resultlist,-,-,-
€ 370.000 k.k.,€ 7.255,10 oktober 2019,Beschikbaar,In overleg,€ 110 per maand,Tussenverdieping (appartement),Bestaande bouw,2005,Plat dak,51 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Mechanische ventilatie en lift,B Wat betekent dit?,-,Cv-ketel,1073ER,https://www.funda.nl/koop/amsterdam/appartement-41414569-kuipersstraat-149-a4/?navigateSource=resultlist,-,-,"Niet aanwezig, wel mogelijk"
€ 275.000 k.k.,€ 5.288,4 oktober 2019,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1942,-,52 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,G Wat betekent dit?,Dubbel glas,Cv-ketel,1055HR,https://www.funda.nl/koop/amsterdam/appartement-41410003-granidastraat-92-iii/?navigateSource=resultlist,-,-,-
€ 335.000 k.k.,€ 5.492,4 oktober 2019,Beschikbaar,In overleg,€ 121 per maand,Bovenwoning (appartement),Bestaande bouw,1937,-,61 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,TV kabel,Niet beschikbaar,Volledig geïsoleerd,Cv-ketel,1055PZ,https://www.funda.nl/koop/amsterdam/appartement-41418513-willem-de-zwijgerlaan-311-i/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 4.938,2 weken,Beschikbaar,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,2008,Plat dak,81 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,3e woonlaag,Elektra,A Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1055AB,https://www.funda.nl/koop/amsterdam/appartement-41403764-hoofdweg-538-iii/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 4.225,3 weken,Beschikbaar,In overleg,€ 91 per maand,Maisonnette (appartement),Bestaande bouw,1931,-,71 m²,3 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,-,"D 1,68 Wat betekent dit?",-,Cv-ketel,1032BW,https://www.funda.nl/koop/amsterdam/appartement-41464040-azaleastraat-36/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 4.124,4 weken,Beschikbaar,In overleg,€ 141 per maand,Bovenwoning (appartement),Bestaande bouw,1998,Plat dak,97 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,16e woonlaag,Mechanische ventilatie en lift,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1064PR,https://www.funda.nl/koop/amsterdam/appartement-41467499-tretjakovlaan-118-16/?navigateSource=resultlist,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-
€ 325.000 k.k.,€ 4.012,2 maanden,Beschikbaar,In overleg,€ 219 per maand,Galerijflat (appartement),Bestaande bouw,1960,Plat dak bedekt met bitumineuze dakbedekking,81 m²,7 m²,4 kamers (3 slaapkamers),1 apart toilet,-,2 woonlagen,3e woonlaag,TV kabel,-,Gedeeltelijk dubbel glas,Blokverwarming,1065LN,https://www.funda.nl/koop/amsterdam/appartement-40323730-sierplein-70/?navigateSource=resultlist,-,-,-
€ 385.000 k.k.,€ 3.263,3 oktober 2019,Beschikbaar,In overleg,€ 119 per maand,Benedenwoning (appartement),Bestaande bouw,1996,Plat dak bedekt met bitumineuze dakbedekking,118 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,-,-,-,Cv-ketel,1066WD,https://www.funda.nl/koop/amsterdam/appartement-41418698-beverenstraat-1/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 6.500,2 weken,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1939,-,50 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,2e woonlaag,Mechanische ventilatie,D Wat betekent dit?,Dubbel glas,Cv-ketel,1056XM,https://www.funda.nl/koop/amsterdam/appartement-41409206-coppelstockstraat-4/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 2.750,5 weken,Beschikbaar,In overleg,€ 230 per maand,Maisonnette (appartement),Bestaande bouw,1969,Plat dak,100 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,2 woonlagen,5e woonlaag,TV kabel en lift,C Wat betekent dit?,Muurisolatie en dubbel glas,Blokverwarming,1069GC,https://www.funda.nl/koop/amsterdam/appartement-87814716-akerwateringstraat-103/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 4.167,4 weken,Beschikbaar,In overleg,-,Portiekwoning (appartement),Bestaande bouw,2008,Plat dak bedekt met bitumineuze dakbedekking,78 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,"Mechanische ventilatie, TV kabel, lift en schuifpui",Niet beschikbaar,Volledig geïsoleerd,Stadsverwarming,1087KC,https://www.funda.nl/koop/amsterdam/appartement-41465057-erich-salomonstraat-641/?navigateSource=resultlist,Woningborg garantiecertificaat,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-
€ 300.000 k.k.,€ 5.172,14 oktober 2019,Beschikbaar,In overleg,€ 75 per maand,Portiekflat (appartement),Bestaande bouw,1939,Plat dak bedekt met bitumineuze dakbedekking,58 m²,9 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,3e woonlaag,Elektra,-,Gedeeltelijk dubbel glas,Cv-ketel,1055TA,https://www.funda.nl/koop/amsterdam/appartement-87885895-blancefloorstraat-4-3/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 4.706,10 oktober 2019,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1934,Plat dak,85 m²,85 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel,Niet beschikbaar,Dubbel glas,Geen verwarming,1091TT,https://www.funda.nl/koop/amsterdam/appartement-41426118-jan-bernardusstraat-28-ll/?navigateSource=resultlist,-,-,-
€ 335.000 k.k.,€ 4.467,10 oktober 2019,Beschikbaar,In overleg,€ 158 per maand,Maisonnette (appartement),Bestaande bouw,1956,-,75 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,1e woonlaag,-,Niet beschikbaar,Dubbel glas,Cv-ketel,1065SR,https://www.funda.nl/koop/amsterdam/appartement-41426922-theodorus-majofskistraat-25-h/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 2.479,3 weken,Beschikbaar,In overleg,€ 251 per maand,Galerijflat (appartement),Bestaande bouw,1969,Plat dak bedekt met bitumineuze dakbedekking,121 m²,15 m²,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 douches,2 woonlagen,1e woonlaag,Lift,"F 2,47 Wat betekent dit?",-,Blokverwarming,1102EE,https://www.funda.nl/koop/amsterdam/appartement-41477831-hofgeest-94/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 7.692,6+ maanden,Beschikbaar,In overleg,€ 120 per maand,Bovenwoning (appartement),Bestaande bouw,Voor 1906,-,52 m²,6 m²,5 kamers (2 slaapkamers),2 aparte toiletten,-,2 woonlagen,-,-,Niet beschikbaar,-,-,1013GG,https://www.funda.nl/koop/amsterdam/appartement-40100686-droogbak-10/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 4.255,2 maanden,Beschikbaar,In overleg,€ 119 per maand,Benedenwoning (appartement),Bestaande bouw,1993,Plat dak bedekt met bitumineuze dakbedekking,94 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,Begane grond,Elektra,B Wat betekent dit?,Geen isolatie,Cv-ketel,1066HD,https://www.funda.nl/koop/amsterdam/appartement-40305266-leuvenstraat-120/?navigateSource=resultlist,-,Toegankelijk voor ouderen,-
€ 315.000 k.k.,€ 3.889,6+ maanden,Beschikbaar,In overleg,€ 302 per maand,Portiekflat (appartement),Bestaande bouw,1965,Plat dak bedekt met bitumineuze dakbedekking,81 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,7e woonlaag,Elektra,E Wat betekent dit?,Gedeeltelijk dubbel glas,Blokverwarming,1062GK,https://www.funda.nl/koop/amsterdam/appartement-40100286-maassluisstraat-212/?navigateSource=resultlist,-,-,-
€ 380.000 k.k.,€ 5.938,7 weken,Beschikbaar,In overleg,€ 240 per maand,Benedenwoning (appartement),Bestaande bouw,Voor 1906,Plat dak bedekt met bitumineuze dakbedekking,64 m²,10 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Begane grond,"Verwarming, elektra en stromend water",-,Dubbel glas,Blokverwarming,1015XW,https://www.funda.nl/koop/amsterdam/appartement-86798821-marnixkade-61-h/?navigateSource=resultlist,-,-,-
€ 389.000 k.k.,€ 4.052,7 weken,Beschikbaar,In overleg,€ 143 per maand,Portiekflat (appartement),Bestaande bouw,1998,Plat dak bedekt met bitumineuze dakbedekking,96 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,10e woonlaag,Elektra,-,Geen isolatie,Cv-ketel,1064PR,https://www.funda.nl/koop/amsterdam/appartement-40330991-tretjakovlaan-76/?navigateSource=resultlist,-,-,Parkeerplaats
€ 347.500 k.k.,€ 6.205,6+ maanden,Beschikbaar,In overleg,€ 100 per maand,Bovenwoning (appartement),Bestaande bouw,1940,Plat dak,56 m²,11 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,Elektra,Niet beschikbaar,Dakisolatie en dubbel glas,Cv-ketel,1055DE,https://www.funda.nl/koop/amsterdam/appartement-40000295-merlijnstraat-14-hs/?navigateSource=resultlist,-,-,-
€ 365.000 k.k.,€ 5.141,12 oktober 2019,Beschikbaar,In overleg,-,Portiekflat (appartement),Bestaande bouw,1983,Plat dak bedekt met bitumineuze dakbedekking,71 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer,-,1 woonlaag,-,Elektra,B Wat betekent dit?,Dubbel glas,Cv-ketel,1094NZ,https://www.funda.nl/koop/amsterdam/appartement-41420263-insulindeweg-33-b/?navigateSource=resultlist,-,-,-
€ 239.500 k.k.,€ 2.575,4 weken,Beschikbaar,In overleg,€ 388 per maand,Maisonnette (appartement),Bestaande bouw,1965,Plat dak bedekt met bitumineuze dakbedekking,93 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,5e woonlaag,TV kabel en lift,-,Dubbel glas,Blokverwarming,1069LD,https://www.funda.nl/koop/amsterdam/appartement-41453626-baden-powellweg-103/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.378,8 weken,Beschikbaar,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,1965,Zadeldak bedekt met pannen,74 m²,21 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,1e woonlaag,TV kabel,C Wat betekent dit?,Dubbel glas,Cv-ketel,1024NZ,https://www.funda.nl/koop/amsterdam/appartement-40337781-werengouw-389/?navigateSource=resultlist,-,-,-
€ 370.000 k.k.,€ 6.271,12 oktober 2019,Beschikbaar,In overleg,€ 100 per maand,Bovenwoning (appartement met open portiek),Bestaande bouw,1929,Zadeldak bedekt met bitumineuze dakbedekking,59 m²,59 m²,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,3e woonlaag,Mechanische ventilatie en TV kabel,F Wat betekent dit?,Muurisolatie en dubbel glas,Cv-ketel,1059EM,https://www.funda.nl/koop/amsterdam/appartement-87885477-kromme-leimuidenstraat-2-2/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 5.000,12 oktober 2019,Beschikbaar,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1986,Plat dak bedekt met bitumineuze dakbedekking,70 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,-,1 woonlaag,3e woonlaag,Elektra,"D 1,61 Wat betekent dit?",Volledig geïsoleerd,Cv-ketel,1021GL,https://www.funda.nl/koop/amsterdam/appartement-41420415-leeuwerikstraat-14-c/?navigateSource=resultlist,-,-,-
